OTU ID	FC4	FC8	FC2	FT4	FT3	FT7	FT2	FC5	FT5	FT1	FC7	FC6	FC3	FT6	FC1
denovo166	0.0	0.0	0.0	0.000248818113959	0.0	0.0	0.000539105913577	0.00140996931243	0.0	0.0	0.0	0.000331757485278	0.0	0.0	0.0
denovo161	0.00136849962677	0.0	0.000953802770175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157584805507	0.0	0.000290287799618
denovo160	0.0	0.000124409056979	0.000331757485278	0.000373227170938	0.000331757485278	0.0	0.00136849962677	0.000414696856598	0.000373227170938	0.000165878742639	8.29393713196e-05	4.14696856598e-05	0.0	0.0	0.0
denovo163	0.0	0.0	0.0	0.0	0.00269552956789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo162	0.000331757485278	0.0	0.000165878742639	4.14696856598e-05	0.0	0.000207348428299	0.0	0.000580575599237	0.000290287799618	0.0	0.0	0.00103674214149	4.14696856598e-05	4.14696856598e-05	0.000124409056979
denovo169	0.00120262088413	0.0	0.0	0.0	0.000373227170938	0.0	0.000580575599237	0.0	0.0	0.000124409056979	4.14696856598e-05	0.0	4.14696856598e-05	0.0	0.0
denovo168	0.0	0.0	0.000414696856598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228083271129	0.0	0.0
denovo27	0.00348345359542	0.00265405988223	0.00356639296674	0.00613751347765	0.00850128556026	0.000746454341876	0.00215642365431	0.00468607447956	0.00269552956789	0.0145973293522	0.00286140831053	0.00269552956789	0.00704984656216	0.010118603301	0.000373227170938
denovo26	8.29393713196e-05	0.0125653147549	0.00974537613005	0.00605457410633	0.0	0.00124409056979	0.000124409056979	0.0485610019076	0.000331757485278	0.0218959940284	0.0209421912582	0.00808658870366	0.00236377208261	0.000124409056979	0.000456166542258
denovo25	0.000870863398855	0.0182466616903	0.00327610516712	0.0264576594509	0.00240524176827	0.000165878742639	0.0252965082525	0.0183710707473	0.020361615659	0.00211495396865	0.00406402919466	0.00854275524592	4.14696856598e-05	0.000207348428299	0.0
denovo24	0.00281993862487	0.0130214812972	0.00667661939123	0.00514224102181	0.00829393713196	0.0254209173094	0.00696690719084	0.00427137762296	0.0044372563656	0.0252135688811	0.0148461474662	0.0197395703741	0.0134361781538	0.0251306295098	0.00518371070747
denovo23	0.0115285726134	0.0260014929087	0.0046446047939	0.00103674214149	0.0389815045202	0.0029858173675	0.0378618230074	0.0102844820436	0.00601310442067	0.00277846893921	0.00729866467612	0.00559840756407	0.0	0.000248818113959	4.14696856598e-05
denovo22	0.176619391225	0.00236377208261	0.0167122833209	0.0	0.0	0.0	0.0	0.00240524176827	0.0	0.0	0.0	0.000912333084515	0.00252965082525	0.0	0.00924773990213
denovo21	0.000912333084515	0.0102844820436	0.0291946587045	0.00522518039313	0.00352492328108	0.00439578667994	0.0145143899809	0.00547399850709	0.0192834038318	0.00505930165049	0.00588869536369	0.0237206601974	0.0167952226922	0.00393962013768	0.00398108982334
denovo20	0.00447872605126	0.00800364933234	0.00924773990213	0.00821099776064	0.0288629012192	0.00219789333997	0.0123579663266	0.00850128556026	0.00510077133615	0.0272870531641	0.0317243095297	0.0187028282326	0.0144729202953	0.00182466616903	0.000995272455835
denovo29	0.000497636227917	0.00327610516712	0.0213568881148	4.14696856598e-05	0.000497636227917	0.00870863398855	0.000290287799618	0.00111968151281	0.000746454341876	0.00124409056979	0.000373227170938	0.00978684581571	0.0636559674878	0.00207348428299	0.0228083271129
denovo28	0.0	0.0	0.0	0.00933067927345	0.00580575599237	0.015965828979	0.0209421912582	0.0	0.0238035995687	0.00808658870366	0.0	0.0	0.0	0.024259766111	0.000165878742639
